"Location","Pallet number","Item","Description","Lot code","Expiry date","Inventory status","Cases qty","Cases UOM","Base qty","Base UOM"
"12-120-20","50008168","GCC101863","Shelf Easter 88ct shipper 2019","169664","30/10/2048","Good","600.00","cs","600.00","ea"
"12-120-30","50008163","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164455","25/07/2048","Good","320.00","cs","320.00","ea"
"12-120-50","50008158","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","180.00","cs","180.00","ea"
"12-120-50","50008159","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","180.00","cs","180.00","ea"
"12-120-50","50008150","GCCS-4993","Uline Case 18x12x7","16453","30/06/2048","Good","15.00","cs","15.00","ea"
"12-121-20","50016859","GCC3963","HSC 12oz Chip 18ct","50715","30/07/2048","Good","1050.00","cs","1050.00","ea"
"12-121-30","50013713","GCC6028","RSC TWN SUB 12ct XMS","176359","29/04/2049","Good","625.00","cs","625.00","ea"
"12-121-30","50013714","GCC6028","RSC TWN SUB 12ct XMS","176359","29/04/2049","Good","625.00","cs","625.00","ea"
"12-121-40","50037823","GCC2250","COLUMN QTRPL XMS10","160836","29/10/2048","Good","81.00","cs","81.00","ea"
"12-121-50","50016866","GCC4285","SHROUD Pwdr/Cndymkg DSPLY","152220","29/09/2047","Good","100.00","cs","100.00","ea"
"12-121-50","50037824","GCC4285","SHROUD Pwdr/Cndymkg DSPLY","152220","29/09/2047","Good","100.00","cs","100.00","ea"
"12-122-10","50008181","GCC101315","SUB TWN ID 92%","125468","29/02/2048","Good","7500.00","cs","7500.00","ea"
"12-122-20","50008172","GCC101552","Base Vday Shipper 2019","255080","29/06/2048","Good","60.00","cs","60.00","ea"
"12-122-50","50037997","GCC102078","SUB XL-C Easter Assorted","127415","03/12/2048","Good","2453.00","cs","2453.00","ea"
"12-123-20","50016858","GCC101377","SUB Med minis PBK XMAS18 NFPW","124115","31/07/2048","Good","24050.00","cs","24050.00","ea"
"12-123-40","50008939","GCC101352","SUB LG Classic XMS18 NFPW","125490","26/07/2048","Good","13000.00","cs","13000.00","ea"
"12-123-40","50008260","GCC101634","SUB Med DK Car NFPW","127883","28/02/2049","Good","5400.00","cs","5400.00","ea"
"12-123-50","50063702","GCC102475","SUB-710 ED ASST Costco","128485","30/05/2049","Good","870.00","cs","870.00","ea"
"12-124-10","50008182","GCC3484","HSC MED SUB 12ct SPR","169794","06/11/2018","Good","600.00","cs","600.00","ea"
"12-124-20","50008171","GCC101519","Carton XSML MK Car SNWM NFP","163168","29/06/2048","Good","48000.00","cs","48000.00","ea"
"12-124-20","50008173","GCC101519","Carton XSML MK Car SNWM NFP","163168","29/06/2048","Good","48000.00","cs","48000.00","ea"
"12-124-30","50008164","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-124-30","50008165","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-125-10","50016863","GCC4040","PDQ Stackable Case 18ct","248650","31/08/2020","Good","1100.00","cs","1100.00","ea"
"12-126-10","50037822","GCC0456","LBL Blnk 2.25 x .88","99999","31/05/2049","Good","18.00","cs","18.00","ea"
"12-126-20","50008174","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164455","25/07/2048","Good","320.00","cs","320.00","ea"
"12-126-20","50008175","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164455","25/07/2048","Good","320.00","cs","320.00","ea"
"12-126-50","50008152","GCC101504","PDQ SRC 5ct LG SUB AutoBTM","168777","31/10/2048","Good","219.00","cs","219.00","ea"
"12-127-10","50006316","GCC101866","Bottom Cvr 88ct Easter 2019","99999","31/05/2049","Good","4981.00","cs","4981.00","ea"
"12-127-30","60064425","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-127-30","60064424","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-127-50","50035910","GCC101635","SUB Med DK SS Car NFPW","127884","30/03/2049","Good","45.00","cs","27000.00","ea"
"12-127-50","50035926","GCC101635","SUB Med DK SS Car NFPW","127884","30/03/2049","Good","45.00","cs","27000.00","ea"
"12-128-10","50003253","GCC5747","FILLER MID Bkg DSPLY vert","147749","31/05/2048","Good","160.00","cs","160.00","ea"
"12-128-50","50008151","GCC101551","TRAY Vday shipper 2019","164148","30/07/2048","Good","650.00","cs","650.00","ea"
"12-129-20","50016855","GCC100599","PDQ TANABE 6ct Med SUB","153475","31/01/2048","Good","780.00","cs","780.00","ea"
"12-129-20","50016856","GCC100599","PDQ TANABE 6ct Med SUB","153475","31/01/2048","Good","780.00","cs","780.00","ea"
"12-129-30","50013717","GCC101555","Shipper VDAY display 2019","101555","30/08/2048","Good","115.00","cs","115.00","ea"
"12-129-30","119800001598063","GCC4205","RSC MED SUB 6ct Nested","248415","30/06/2049","Good","1200.00","cs","1200.00","ea"
"12-129-40","50014319","GCC4627","RSC GIFTBOX 4.25oz EDAY 12ct","172150","29/04/2049","Good","1218.00","cs","1218.00","ea"
"12-130-10","50008184","GCC102312","SUB-550 Pep Bark Coll NFPW","102312","30/04/2049","Good","5002.00","cs","5002.00","ea"
"12-130-10","50040713","GCC3480","STICKER Clear 0.75  x 1.625","174138","31/05/2049","Good","0.75","cs","122400.00","ea"
"12-130-20","50008176","GCC2255","SUPPORT INSERT QTRPL XMS10","160836","30/12/2048","Good","1000.00","cs","1000.00","ea"
"12-130-50","50008153","GCC2863","INSERT XL SUB Case 10ct","174132","31/03/2020","Good","1200.00","cs","1200.00","ea"
"12-130-50","50008154","GCC2863","INSERT XL SUB Case 10ct","174132","31/03/2020","Good","1200.00","cs","1200.00","ea"
"12-131-10","50016861","GCC101563","Bottom Tray VDAY shipper 2019","166763","31/08/2048","Good","1080.00","cs","1080.00","ea"
"12-131-10","50016862","GCC5247","RSC XL SUB  6ct FDM","173553","28/02/2049","Good","400.00","cs","400.00","ea"
"12-131-50","50037821","GCC8516","Corrugated Pallet Pad 48x40","174916","31/03/2049","Good","70.00","cs","70.00","ea"
"12-132-30","50008166","GCC101366","SUB TWN Mk Snwmn XMS18 NFPW","125020","30/08/2048","Good","4650.00","cs","4650.00","ea"
"12-133-50","50006376","GCC101352","SUB LG Classic XMS18 NFPW","125490","26/07/2048","Good","16000.00","cs","16000.00","ea"
"12-133-50","50013818","GCC101352","SUB LG Classic XMS18 NFPW","125490","26/07/2048","Good","16000.00","cs","16000.00","ea"
"12-134-10","50008185","GCC101209","PDQ 12ct Med SUB Spring18 DG","169788","30/11/2048","Good","1600.00","cs","1600.00","ea"
"12-134-10","50008186","GCC101209","PDQ 12ct Med SUB Spring18 DG","169788","30/11/2048","Good","249.00","cs","249.00","ea"
"12-134-30","50008167","GCC100605","PDQ Tanabe 6ct choc covered","144241","31/01/2047","Good","800.00","cs","800.00","ea"
"12-134-40","50005404","GCC101233","Base 72ct SDK Bars XMAS17","177359","30/06/2049","Good","260.00","cs","260.00","ea"
"12-134-50","50008155","GCC5867","SDK ID SHPR Bar Corkscrew","161394","30/03/2048","Good","210.00","cs","210.00","ea"
"12-135-10","50016860","GCC101494","SUB XL FDM Classic NFP","126264","31/05/2049","Good","6400.00","cs","6400.00","ea"
"12-135-20","50037815","GCC101633","SUB Med MK Car NFPW","127136","30/01/2049","Good","0.86","cs","518.00","ea"
"12-135-30","50013718","GCC100638","SUB Med Solid ID Crunch Car SS","125895","30/09/2048","Good","27.00","cs","27.00","ea"
"12-136-20","50008170","GCC3500","RSC Old LG SUB 12ct XMS","165199","20/07/2048","Good","450.00","cs","450.00","ea"
"12-136-30","50013870","GCC5236","SUB LG DK Delights XMS15","111555","31/12/2048","Good","275.00","cs","275.00","ea"
"12-136-50","50008156","GCCS-4643","Uline Case 20x16x8","176469","30/04/2049","Good","96.00","cs","96.00","ea"
"12-137-20","50013723","GCC101156","SHELF mini optimized display","99999","31/05/2049","Good","347.00","cs","347.00","ea"
"12-137-30","50002470","GCC100599","PDQ TANABE 6ct Med SUB","158828","30/03/2048","Good","780.00","cs","780.00","ea"
"12-137-50","50013719","GCC3825","INSERT Pwdr/Cndymkg 48ct DSPLY","156282","30/12/2047","Good","500.00","cs","500.00","ea"
"12-138-10","50011894","GCC101973","1000/80ct SFO Lbl NGM18","176031","30/04/2049","Good","0.00","cs","1.00","ea"
"12-138-40","50008240","GCC3825","INSERT Pwdr/Cndymkg 48ct DSPLY","99999","31/05/2024","Good","269.00","cs","269.00","ea"
"12-138-50","50008187","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","780.00","cs","780.00","ea"
"12-138-50","50008188","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","780.00","cs","780.00","ea"
"12-139-30","50013722","GCC3274","HSC BASE DSPLY XMS","163868","30/06/2048","Good","90.00","cs","90.00","ea"
"12-139-40","50013721","GCC3138","RSC TWN SUB 12ct","164001","30/06/2047","Good","525.00","cs","525.00","ea"
"12-140-40","50008236A","GCC100409","Insert Tray Minis XL SUB 48ct","163778","31/05/2024","Good","538.00","cs","538.00","ea"
"12-141-10","50037817","GCC2250","COLUMN QTRPL XMS10","168342","30/11/2048","Good","110.00","cs","110.00","ea"
"12-141-20","50039124","GCC101886","SUB XL FDM DK ASST NFPW","127594","31/05/2048","Good","1600.00","cs","1600.00","ea"
"12-141-40","50002471","GCC100599","PDQ TANABE 6ct Med SUB","158828","30/03/2048","Good","780.00","cs","780.00","ea"
"12-142-10","50007686","GCC100599","PDQ TANABE 6ct Med SUB","157086","31/12/2047","Good","780.00","cs","780.00","ea"
"12-142-30","50008232","GCC100956","Filler Insert 72ct counter dis","45584","31/05/2024","Good","549.00","cs","549.00","ea"
"12-142-40","50008234","GCC101168","Header 72ct med sub fall","159860","31/05/2024","Good","516.00","cs","516.00","ea"
"12-143-10","50037818","GCC3761","PAD Bottom 72ct DSPLY","149066","30/11/2048","Good","320.00","cs","320.00","ea"
"12-143-30","50039126","GCC4736","PDQ Med SUB Stand Up 12ct SPR","169797","31/10/2048","Good","952.00","cs","952.00","ea"
"12-143-40","50013806","GCC101633","SUB Med MK Car NFPW","127882","30/03/2049","Good","45.00","cs","27000.00","ea"
"12-143-40","50013807","GCC101633","SUB Med MK Car NFPW","127882","30/03/2049","Good","45.00","cs","27000.00","ea"
"12-144-10","50007687","GCCS-4643","Uline Case 20x16x8","176469","30/04/2049","Good","168.00","cs","168.00","ea"
"12-144-10","60060838","GCCS-4643","Uline Case 20x16x8","176469","30/04/2049","Good","179.00","cs","179.00","ea"
"12-144-20","50007690","GCC100970","PDQ 18ct SUB Bunny Egg Asst 18","171177","30/11/2048","Good","320.00","cs","320.00","ea"
"12-144-30","50007691","GCC101057","SUB LG Fav Asst Vday 2018","125054","30/10/2048","Good","17600.00","cs","17600.00","ea"
"12-144-50","50007100","GCCS-4643","Uline Case 20x16x8","177055","29/04/2049","Good","250.00","cs","250.00","ea"
"12-146-40","50037838","GCC101185","Divider 63ct ChocCvr Med","157751","30/01/2048","Good","1500.00","cs","1500.00","ea"
"12-146-60","60062075","GCC4207","BASE Mxd Bar SHPR Blue","176325","31/05/2049","Good","223.00","cs","223.00","ea"
"12-147-50","50013893","GCC100221","SUB Med Milk Solid Flat Back","123864","31/01/2048","Good","29250.00","cs","29250.00","ea"
"12-147-50","50039979","GCC100221","SUB Med Milk Solid Flat Back","123864","31/01/2048","Good","29250.00","cs","29250.00","ea"
"12-147-60","50037834","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","103868","31/05/2049","Good","110.00","cs","110.00","ea"
"12-148-60","50037837","GCC101998","PL CAP XL/XXL Club Case 2018","175197","30/05/2049","Good","350.00","cs","350.00","ea"
"12-149-40","50039127","GCC4330","PL CAP XL/XXL SUB Club","161549","31/03/2048","Good","30.00","cs","30.00","ea"
"12-149-50","50006369","GCC101598","SUB LG DSC DK Mint 2018 NFPW","171826","30/05/2049","Good","16000.00","cs","16000.00","ea"
"12-149-60","50037835","GCC2840","PL CAP 47.5 x 38.75 x 2.5","171999","30/04/2049","Good","85.00","cs","85.00","ea"
"12-150-40","50037840","GCC6098","INSERT MEDSUB SHPR 80ct XMS WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"12-150-40","50037841","GCC6098","INSERT MEDSUB SHPR 80ct XMS WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"12-150-50","50037839","GCC101408","SUB MED Pep Bark SNWMN NFPW","99999","31/05/2049","Good","14542.00","cs","14542.00","ea"
"12-151-10","50035881","GCC4820","HEADER Bkg/Cndymkg 48ct DSPLY","152230","30/11/2048","Good","150.00","cs","150.00","ea"
"12-151-10","50014453","GCC101519","Carton XSML MK Car SNWM NFP","161849","31/05/2049","Good","46080.00","cs","46080.00","ea"
"12-151-20","50037700","GCC4905","SUB LG Asst SQ SPR","30146","29/09/2015","Good","16646.00","cs","16646.00","ea"
"12-151-20","50003299","GCC102307","SUB TWN ID 72% NFPW","173890","30/05/2049","Quarantined","27000.00","cs","27000.00","ea"
"12-151-30","50037950","GCC101362","SUB TWN Pbk XMS18 NFPW","124589","23/06/2048","Good","1.00","cs","600.00","ea"
"12-151-40","50039125","GCC101353","SUB LG Car Trio XMS18 NFPW","124962","31/05/2048","Good","348.00","cs","348.00","ea"
"12-151-60","50039122","GCC101289","Base Setup Box XMAS18","163189","31/07/2048","Good","340.00","cs","340.00","ea"
"12-151-60","50039123","GCC101289","Base Setup Box XMAS18","163189","31/07/2048","Good","340.00","cs","340.00","ea"
"12-152-30","50016977","GCC5522","SUB MED ID SS Soiree","127668","31/07/2048","Good","7289.00","cs","7289.00","ea"
"12-152-60","50015850","GCC101410","SUB LG PepBrk Snowmn NFPW","128114","29/04/2049","Good","16000.00","cs","16000.00","ea"
"12-152-60","50015849","GCC101410","SUB LG PepBrk Snowmn NFPW","174866","30/05/2049","Good","16000.00","cs","16000.00","ea"
"12-153-20","50016996","GCC101532","SUB LG DSC Dk Mint 2018","127421","31/01/2049","Good","768.00","cs","768.00","ea"
"12-153-40","50016994","GCC101864","Partition Easter 88ct Shipper","168322","31/10/2049","Good","642.00","cs","642.00","ea"
"12-153-60","50016995","GCC4513","TRAY Top ED SUB QTRPL Blue","166770","31/12/2048","Good","75.00","cs","75.00","ea"
"12-153-60","50037836","GCCS-4183","Uline Case 18x14x12","99999","31/05/2049","Good","25.00","cs","25.00","ea"
"12-154-10","50011725","GCC102069","RT Side Panel MedDsply ED 2019","X100261","31/05/2049","Good","380.00","cs","380.00","ea"
"12-154-20","50008237","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164499","31/05/2024","Good","320.00","cs","320.00","ea"
"12-154-20","50008238","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164499","31/05/2024","Good","320.00","cs","320.00","ea"
"12-154-30","50016975","GCC3138","RSC TWN SUB 12ct","174129","29/04/2049","Good","625.00","cs","625.00","ea"
"12-154-30","50016976","GCC3138","RSC TWN SUB 12ct","174129","29/04/2049","Good","625.00","cs","625.00","ea"
"12-154-40","50009328","GCC101534","SUB LG DSC ID SS Soiree 2018","127678","30/03/2049","Good","16000.00","cs","16000.00","ea"
"12-154-40","50005386","GCC101534","SUB LG DSC ID SS Soiree 2018","127678","30/03/2049","Good","16000.00","cs","16000.00","ea"
"12-154-50","50037842","GCC100953","Shell 72ct counter display","154745","30/10/2047","Good","960.00","cs","960.00","ea"
"12-155-10","50037814","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","163868","29/06/2048","Good","110.00","cs","110.00","ea"
"12-155-30","119800001598059","GCC4205","RSC MED SUB 6ct Nested","248414","30/06/2049","Good","1200.00","cs","1200.00","ea"
"12-155-30","119800001598062","GCC4205","RSC MED SUB 6ct Nested","248415","30/06/2049","Good","1200.00","cs","1200.00","ea"
"12-155-40","50038522","GCC101867","Support Bottom Easter 88ct shp","168322","31/10/2048","Good","1103.00","cs","1103.00","ea"
"12-155-50","50038511","GCC101201","Header ID salted caramel crunc","157749","31/01/2048","Good","419.00","cs","419.00","ea"
"12-156-10","50011720","GCC101552","Base Vday Shipper 2019","166763","31/08/2048","Good","150.00","cs","150.00","ea"
"12-156-20","50011224","GCC100209","Partition 45ct Mxed XL Display","18395","29/08/2048","Good","679.00","cs","679.00","ea"
"12-156-30","50014353","GCC102290","Header CVS Easter Display","168322","02/10/2048","Good","1140.00","cs","1140.00","ea"
"12-156-50","50011204","GCC100246","HSC Med Sub 6ct 1facing","173538","31/03/2049","Good","215.00","cs","215.00","ea"
"12-156-60","50011191","GCC5779","BASE DSPLY Med SUB 96ct","30827","30/11/2047","Good","160.00","cs","160.00","ea"
"12-157-10","60060579","GCCS-4643","Uline Case 20x16x8","5949431","31/05/2049","Good","126.00","cs","126.00","ea"
"12-157-20","50038545","GCC101699","SUB XL Classif FDM NFP","127930","31/03/2049","Good","5550.00","cs","5550.00","ea"
"12-157-20","50000019","GCC101506","PDQ SRC 3ct XL SUB Autobtm","176295","30/06/2049","Good","1020.00","cs","1020.00","ea"
"12-157-30","50038532","GCC100214","Tray 45ct Mixed XL display","170726","31/10/2048","Good","108.00","cs","108.00","ea"
"12-157-40","50038521","GCC3824","DIVIDER Pwd/Cndymkg 48ct DSPLY","30300","30/12/2047","Good","3000.00","cs","3000.00","ea"
"12-157-50","50038512A","GCC101513","SUB TWN Milk SS Car","36654","31/12/2048","Good","21581.00","cs","21581.00","ea"
"12-157-50","50038513","GCC101513","SUB TWN Milk SS Car","36654","31/12/2048","Good","27000.00","cs","27000.00","ea"
"12-157-50","50038512","GCC101513","SUB TWN Milk SS Car","126801","31/12/2048","Good","5000.00","cs","5000.00","ea"
"12-157-60","50038503","GCC100638","SUB Med Solid ID Crunch Car SS","124098","08/04/2018","Good","1485.00","cs","1485.00","ea"
"12-158-20","50011226","GCC4943","PDQ XSML XMAS 24ct Perf Rev","175346","30/04/2049","Good","902.00","cs","902.00","ea"
"12-158-30","50011215","GCC101760","SUB MED Dark SS Car FB Egg","36408","22/05/2049","Good","10150.00","cs","10150.00","ea"
"12-158-40","50011210","GCC101596","SUB LG DSC MK Car 2018 NFPW","127317","30/03/2049","Good","22.00","cs","22.00","ea"
"12-158-50","50035875","GCC101511","Gift Box $7 PB XMS18 NFP","175341","30/05/2049","Good","3975.00","cs","3975.00","ea"
"12-158-60","50011192","GCC101162","Base Med Optimized Display","163977","31/07/2048","Good","15.00","cs","15.00","ea"
"12-159-10","50037811","GCC5748","FILLER TOP Bkg DSPLY vert","173042","31/07/2048","Good","1097.00","cs","1097.00","ea"
"12-159-20","50038546","GCC100970","PDQ 18ct SUB Bunny Egg Asst 18","28816","30/12/2047","Good","264.00","cs","264.00","ea"
"12-159-30","50038534","GCC4839","HSC Stackable Case 18ct SPR","30558","06/01/2017","Good","540.00","cs","540.00","ea"
"12-159-30","50038533","GCC4839","HSC Stackable Case 18ct SPR","144329","06/01/2017","Good","540.00","cs","540.00","ea"
"12-159-50","50038515","GCC101413","HSC 10ct LG SUB XMAS18 WM","38908","30/12/2048","Good","840.00","cs","840.00","ea"
"12-159-60","50038504","GCC100732","SUB XL Minis Assorted Club","127843","07/02/2019","Good","1520.00","cs","1520.00","ea"
"12-160-10","50017713","GCC101886","SUB XL FDM DK ASST NFPW","127594","31/07/2048","Good","1.00","cs","1.00","ea"
"12-160-10","50003322","GCC6033","SUB XL-C Car DUO BJs","119083","31/05/2049","Good","2149.00","cs","2149.00","ea"
"12-160-20","50011227","GCC5247","RSC XL SUB  6ct FDM","164922","22/05/2049","Good","400.00","cs","400.00","ea"
"12-160-40","50011211","GCC8516","Corrugated Pallet Pad 48x40","166725","31/08/2048","Good","20.00","cs","20.00","ea"
"12-160-60","50011193","GCC100955","TRAY insert 72ct counter displ","29559","30/10/2047","Good","3000.00","cs","3000.00","ea"
"12-161-10","50013729","GCC100409","Insert Tray Minis XL SUB 48ct","163778","29/06/2048","Good","870.00","cs","870.00","ea"
"12-161-10","50014454","GCC100409","Insert Tray Minis XL SUB 48ct","163778","29/06/2048","Good","385.00","cs","385.00","ea"
"12-161-30","50038535","GCC5556","SUB XL ID ASST w/SS","125019","31/12/2048","Good","3928.00","cs","3928.00","ea"
"12-161-40","50038523","GCC101171","Support Med Maxi optimized dpy","163980","31/07/2048","Good","108.00","cs","108.00","ea"
"12-162-30","50011216","GCC101237","Header 78ct LG SUB XMAS18","161018","22/05/2049","Good","80.00","cs","80.00","ea"
"12-162-50","50011205","GCC4702","PDQ XSML SPR Auto 24ct","30603","29/10/2047","Good","21.00","cs","21.00","ea"
"12-162-60","50011195","GCC101913","SUB Med Mk Choc Bunny East 19","39970","31/01/2049","Good","450.00","cs","450.00","ea"
"12-163-10","50013730","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","715.00","cs","715.00","ea"
"12-163-10","50014455","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","780.00","cs","780.00","ea"
"12-163-20","50038548","GCC102098","Shipper CVS Quickset 2019","168322","30/10/2048","Good","72.00","cs","72.00","ea"
"12-163-30","50038536","GCC4205","RSC MED SUB 6ct Nested","168779","31/10/2048","Good","909.00","cs","909.00","ea"
"12-163-40","50038525","GCC3390","PALLET SKIRT QTRPL XMS12","99999","14/12/2018","Good","144.00","cs","144.00","ea"
"12-163-50","50038514","GCC102290","Header CVS Easter Display","168322","31/10/2048","Good","509.00","cs","509.00","ea"
"12-163-60","50038506","GCC101399","SUB XL-C Pbk XMS18 NFP","126010","29/09/2048","Good","1600.00","cs","1600.00","ea"
"12-164-20","50011228","GCC100209","Partition 45ct Mxed XL Display","176269","30/04/2049","Good","888.00","cs","888.00","ea"
"12-164-30","50035862","GCC101377","SUB Med minis PBK XMAS18 NFPW","124581","30/07/2048","Good","2925.00","cs","2925.00","ea"
"12-164-40","50011212","GCC2560","SIDEKICK Insert Prestige Bar","175626","31/08/2049","Good","212.00","cs","212.00","ea"
"12-164-60","50011196","GCC100599","PDQ TANABE 6ct Med SUB","27453","28/02/2048","Good","780.00","cs","780.00","ea"
"12-164-60","50011197","GCC100599","PDQ TANABE 6ct Med SUB","27453","28/02/2048","Good","780.00","cs","780.00","ea"
"12-165-10","50013731","GCC3765","HSC 72ct DSPLY","149069","29/06/2047","Good","100.00","cs","100.00","ea"
"12-165-40","50038526","GCC5236","SUB LG DK Delights XMS15","111555","30/09/2046","Good","15000.00","cs","15000.00","ea"
"12-165-40","50038526A","GCC5236","SUB LG DK Delights XMS15","111555","30/09/2048","Good","2600.00","cs","2600.00","ea"
"12-165-60","50038507","GCC5536","SUB TWN Dk Rsp","125000","29/08/2018","Good","4600.00","cs","4600.00","ea"
"12-166-30","50011217","GCC100558","Carton XSML Mlk Caramel XMAS17","9470","30/07/2048","Good","23040.00","cs","23040.00","ea"
"12-167-10","50014457A","GCCS-4149","Uline Case 14x10x12","164649","29/06/2048","Good","134.00","cs","134.00","ea"
"12-167-10","50014457","GCCS-4149","Uline Case 14x10x12","379675","31/05/2049","Good","134.00","cs","134.00","ea"
"12-167-30","50006355","GCC4147N","SUB LG Dk Asst NTF","118636","30/01/2047","Good","17000.00","cs","17000.00","ea"
"12-167-30","50006356","GCC4147N","SUB LG Dk Asst NTF","118636","30/01/2047","Good","17600.00","cs","17600.00","ea"
"12-168-20","50011229","GCC101171","Support Med Maxi optimized dpy","163980","30/04/2049","Good","1080.00","cs","1080.00","ea"
"12-168-30","50011218","GCC3762","PARTITION 72ct DSPLY","10611","30/07/2047","Good","920.00","cs","920.00","ea"
"12-168-30","50011219","GCC3762","PARTITION 72ct DSPLY","10611","30/07/2047","Good","920.00","cs","920.00","ea"
"12-168-50","50037945","GCC101534","SUB LG DSC ID SS Soiree 2018","127678","15/02/2048","Good","16000.00","cs","16000.00","ea"
"12-168-60","50011198","GCC101396","Sticker Tri-fold IRC 92%ID","7586","31/03/2048","Good","5.00","cs","5.00","ea"
"12-169-10","50007083","GCC101348","Easel 192ct Impulse SDK","45802110","31/05/2049","Good","13.00","cs","13.00","ea"
"12-169-20","50038553","GCC3138","RSC TWN SUB 12ct","164001","16/07/2048","Good","338.00","cs","338.00","ea"
"12-169-30","50038540","GCC101643","SUB Med Mk Car CAN NFP","127154","28/02/2049","Good","4950.00","cs","4950.00","ea"
"12-169-40","50038528","GCC100187","RSC Dsply Eday Bars Club","39966","28/06/2046","Good","28.00","cs","28.00","ea"
"12-169-50","50038517","GCC5494","RSC Sauce DSPLY 32ct","161407","31/03/2048","Good","99.00","cs","99.00","ea"
"12-169-60","50038509","GCC101989","SRC 4ct 500 SUB XMAS18 WM","165505","22/07/2048","Good","935.00","cs","935.00","ea"
"12-170-30","50011220","GCC5748","FILLER TOP Bkg DSPLY vert","146688","31/05/2047","Good","650.00","cs","650.00","ea"
"12-170-40","50011213","GCC5591","SUB XL FB Bunny Club","113120","22/05/2049","Good","6300.00","cs","6300.00","ea"
"12-170-50","50011206","GCC101284","Gift Box $7 Window XMS18 NFP","429176","22/05/2049","Good","300.00","cs","300.00","ea"
"12-171-10","50013732","GCC102225","PDQ 10ct Med Sub WMEaster 19","171178","30/11/2048","Good","996.00","cs","996.00","ea"
"12-171-10","50014459","GCC102225","PDQ 10ct Med Sub WMEaster 19","171178","30/11/2048","Good","44.00","cs","44.00","ea"
"12-171-10","50014459A","GCC102225","PDQ 10ct Med Sub WMEaster 19","171178","31/05/2049","Good","34.00","cs","34.00","ea"
"12-171-30","50038541","GCC2269","SUPPORT LG SUB SHPR XMS10","160836","31/12/2048","Good","996.00","cs","996.00","ea"
"12-171-60","50038510","GCC101194","Insert Top Shelf 48ct CocoaMed","19461","31/05/2049","Good","1000.00","cs","1000.00","ea"
"12-172-10","50011723","GCC100245","PDQ Med SUB 6ct 1facing","9999","31/05/2049","Good","550.00","cs","550.00","ea"
"12-172-20","50011230","GCC101436","Header 72ct FB Snowman XMAS18","19869","29/05/2049","Good","1720.00","cs","1720.00","ea"
"12-172-40","50011214","GCC101344","SUB LG Dk PBK XMAS18 NFPW","125853","22/05/2049","Good","16000.00","cs","16000.00","ea"
"12-173-10","50034245","GCC100460","Bow Double Loop Red XMAS gift","160801","30/04/2048","Good","300.00","cs","300.00","ea"
"12-173-30","50038542","GCC6007","HSC MED SUB DSPLY XMS16 150ct","163867","30/06/2048","Good","146.00","cs","146.00","ea"
"12-173-40","50038530","GCC100245","PDQ Med SUB 6ct 1facing","168766","31/03/2049","Good","215.00","cs","215.00","ea"
"12-173-50","50038520","GCC2490","FILLER XXL Club Pallet","164461","31/07/2048","Good","44.00","cs","44.00","ea"
"12-174-10","50011724","GCC102492","Tray 14ct SUB-600 EDMinis CLUB","173605","30/04/2049","Good","86.00","cs","86.00","ea"
"12-174-20","50008141","GCC101947","Header VDAY 2 sided Checkout","166786","30/09/2048","Good","180.00","cs","180.00","ea"
"12-174-20","50011232","GCC101910","SUB MED Mlk & Car Bunny 2019","127425","30/11/2048","Good","242.00","cs","242.00","ea"
"12-174-20","50011231","GCC101910","SUB MED Mlk & Car Bunny 2019","127425","30/12/2048","Good","1356.00","cs","1356.00","ea"
"12-174-60","60064154","GCC101998","PL CAP XL/XXL Club Case 2018","173559","31/07/2048","Good","257.00","cs","257.00","ea"
"12-175-10","50008220","GCC3138","RSC TWN SUB 12ct","164001","30/06/2048","Good","441.00","cs","441.00","ea"
"12-175-10","50003326","GCC5549","SUB TWN DK BB","114579","23/01/2049","Good","1200.00","cs","1200.00","ea"
"12-175-50","50038567","GCC102097","Top Tray CVS Quickset Shipper","168322","31/10/2048","Good","250.00","cs","250.00","ea"
